property_id,destination,property_type,nr_rooms,facilities
1002,Amsterdam,Apartment,2,"pool,game console,laundry,free wifi,kitchen"
3831,Amsterdam,Apartment,2,"kitchen,laundry,free wifi,game console"
3144,Amsterdam,Apartment,3,"kitchen,bbq,free wifi,parking"
2408,Amsterdam,Apartment,1,"kitchen,garden"
1179,Amsterdam,Hotel,4,"garden,breakfast,pool,parking"
2701,Amsterdam,Apartment,3,garden
2887,Amsterdam,Apartment,2,bbq
3576,Amsterdam,Apartment,3,"bbq,kitchen,parking,laundry"
3211,Amsterdam,Apartment,2,"free wifi,parking,bbq,laundry,pool,breakfast,kitchen"
3819,Amsterdam,Apartment,3,"kitchen,bbq,garden,game console,parking,pool,laundry,breakfast"
3989,Amsterdam,Hotel,7,"free wifi,airport shuttle,garden,bbq,pool,breakfast,on-site restaurant,spa"
3965,Amsterdam,Apartment,4,"bbq,laundry,garden"
2041,Amsterdam,Apartment,1,free wifi
4279,Amsterdam,Hotel,1,"garden,breakfast,on-site restaurant,bbq"
2365,Amsterdam,Apartment,3,"bbq,game console"
2042,Amsterdam,Apartment,3,"kitchen,bbq,free wifi,game console"
1268,Amsterdam,Hotel,5,"free wifi,garden"
3316,Amsterdam,Apartment,1,"bbq,pool,kitchen"
2349,Amsterdam,Apartment,1,laundry
4146,Amsterdam,Apartment,2,"bbq,kitchen,laundry,free wifi,parking,garden"
3603,Amsterdam,Apartment,2,pool
4579,Amsterdam,Hotel,9,"on-site restaurant,airport shuttle,spa,free wifi"
4074,Amsterdam,Apartment,1,"kitchen,laundry,free wifi,garden,bbq,pool,game console"
2244,Amsterdam,Hotel,7,"free wifi,on-site restaurant,breakfast,airport shuttle,pool"
3201,Amsterdam,Apartment,2,"pool,kitchen,free wifi,breakfast,laundry"
2714,Amsterdam,Hotel,3,"garden,free wifi"
4512,Amsterdam,Hotel,7,"parking,free wifi,pool,breakfast,on-site restaurant,bbq,garden,airport shuttle"
1502,Amsterdam,Hotel,4,"airport shuttle,parking"
2066,Amsterdam,Hotel,5,"bbq,breakfast,airport shuttle,garden,spa,free wifi,pool,on-site restaurant,parking"
1413,Amsterdam,Apartment,NA,"laundry,pool,kitchen,garden,parking,game console,free wifi"
2587,Amsterdam,Apartment,3,"pool,garden,laundry"
3503,Amsterdam,Apartment,2,"kitchen,bbq,laundry,free wifi,pool,garden,parking"
1533,Amsterdam,Apartment,6,"laundry,parking,kitchen,bbq,pool"
1303,Amsterdam,Apartment,3,"kitchen,laundry,parking,pool,game console,garden,free wifi"
1157,Amsterdam,Apartment,2,kitchen
3193,Amsterdam,Apartment,5,"pool,game console,free wifi,garden,laundry"
3898,Amsterdam,Apartment,3,"laundry,parking,free wifi,garden,bbq"
2829,Amsterdam,Apartment,7,"bbq,laundry,parking,kitchen,pool"
2839,Amsterdam,Apartment,1,"laundry,parking"
1431,Amsterdam,Hotel,9,pool
3480,Amsterdam,Hotel,5,free wifi
1289,Amsterdam,Hotel,2,"pool,breakfast,on-site restaurant"
2457,Amsterdam,Apartment,2,kitchen
2226,Amsterdam,Hotel,NA,"on-site restaurant,pool,free wifi"
1375,Amsterdam,Hotel,4,"airport shuttle,free wifi,spa,on-site restaurant,breakfast,pool"
2853,Amsterdam,Apartment,3,game console
3593,Amsterdam,Apartment,2,"free wifi,laundry"
1978,Amsterdam,Apartment,2,"parking,free wifi"
3540,Amsterdam,Apartment,5,"kitchen,laundry,free wifi,garden,game console,bbq"
1817,Amsterdam,Apartment,4,"parking,free wifi,garden,kitchen,game console,pool"
3347,Amsterdam,Hotel,11,"free wifi,airport shuttle,pool,on-site restaurant,bbq,parking,garden"
3041,Amsterdam,Hotel,4,"airport shuttle,garden,pool"
3171,Amsterdam,Apartment,2,"free wifi,game console,bbq"
3605,Amsterdam,Apartment,3,"free wifi,parking,kitchen"
3242,Amsterdam,Apartment,1,kitchen
3409,Amsterdam,Apartment,8,"parking,garden,bbq"
1634,Amsterdam,Apartment,4,"kitchen,laundry,bbq,pool,garden"
3937,Amsterdam,Apartment,2,"pool,free wifi,parking,kitchen,bbq,garden,laundry"
2612,Amsterdam,Apartment,1,bbq
3895,Amsterdam,Apartment,1,"garden,free wifi,kitchen"
1167,Amsterdam,Apartment,5,"free wifi,bbq,laundry,parking,kitchen"
1629,Amsterdam,Apartment,2,"parking,kitchen,laundry,game console,bbq,free wifi,garden,pool"
1203,Amsterdam,Hotel,7,"airport shuttle,garden"
4564,Amsterdam,Apartment,4,pool
4903,Amsterdam,Hotel,4,"free wifi,breakfast,pool"
2250,Amsterdam,Apartment,1,"laundry,kitchen,pool,game console,parking,garden,free wifi,bbq"
3027,Amsterdam,Apartment,3,"parking,kitchen"
1025,Amsterdam,Apartment,2,"parking,laundry,kitchen,free wifi"
1467,Amsterdam,Apartment,2,"kitchen,parking,free wifi"
3899,Amsterdam,Apartment,1,"kitchen,laundry,parking,bbq,game console"
3925,Amsterdam,Apartment,2,kitchen
2601,Amsterdam,Apartment,2,free wifi
2503,Amsterdam,Apartment,7,parking
1850,Amsterdam,Apartment,3,"kitchen,laundry,garden,free wifi,parking,pool,bbq"
4167,Amsterdam,Apartment,5,"game console,pool,breakfast"
5117,Amsterdam,Apartment,NA,"laundry,free wifi,kitchen,parking,garden,pool,breakfast,game console"
4711,Amsterdam,Apartment,2,"parking,garden,pool"
2705,Amsterdam,Apartment,2,"game console,pool,free wifi,parking,bbq,kitchen,laundry"
3110,Amsterdam,Apartment,2,"free wifi,kitchen,parking"
3884,Amsterdam,Apartment,5,"free wifi,laundry,kitchen,garden,bbq,pool"
3964,Amsterdam,Apartment,4,pool
4635,Amsterdam,Apartment,2,"kitchen,pool,parking,free wifi,game console,garden,laundry"
1544,Amsterdam,Hotel,7,"airport shuttle,pool,breakfast,on-site restaurant,spa,free wifi,parking"
3372,Amsterdam,Apartment,3,"laundry,garden"
3525,Amsterdam,Apartment,4,"pool,parking"
4049,Amsterdam,Hotel,3,"free wifi,garden,parking,on-site restaurant,breakfast,airport shuttle"
2338,Amsterdam,Hotel,14,"free wifi,pool"
2112,Amsterdam,Hotel,8,"bbq,on-site restaurant"
4925,Amsterdam,Hotel,3,"airport shuttle,breakfast,free wifi,garden,on-site restaurant,spa"
3772,Amsterdam,Hotel,2,"bbq,breakfast,pool,free wifi,airport shuttle,on-site restaurant,spa,parking"
3321,Amsterdam,Apartment,2,laundry
4388,Amsterdam,Apartment,4,"parking,laundry,pool,kitchen,free wifi"
1719,Amsterdam,Apartment,2,"breakfast,pool,free wifi,game console,kitchen,laundry"
1328,Amsterdam,Apartment,2,game console
2362,Amsterdam,Apartment,2,"laundry,parking,breakfast"
3957,Amsterdam,Apartment,3,"laundry,parking"
3548,Amsterdam,Hotel,1,"bbq,free wifi,on-site restaurant,parking,spa,breakfast"
3473,Amsterdam,Apartment,2,"kitchen,free wifi,pool"
3307,Amsterdam,Apartment,3,"bbq,parking,pool,free wifi"
3928,Amsterdam,Apartment,2,"laundry,kitchen,parking,free wifi,pool"
3599,Amsterdam,Apartment,2,"free wifi,parking,kitchen,laundry,garden,game console,bbq"
2419,Amsterdam,Hotel,3,"pool,free wifi,airport shuttle,breakfast,garden,on-site restaurant,spa,parking"
3069,Amsterdam,Hotel,3,"breakfast,bbq"
4041,Amsterdam,Apartment,1,"laundry,parking,garden,pool"
4900,Amsterdam,Apartment,NA,"kitchen,free wifi,parking,laundry,garden"
5153,Amsterdam,Apartment,4,garden
2211,Amsterdam,Apartment,3,"garden,parking,kitchen"
2275,Amsterdam,Apartment,4,"bbq,kitchen"
2640,Amsterdam,Apartment,1,"game console,free wifi,laundry,kitchen,bbq"
3118,Amsterdam,Apartment,3,"kitchen,garden,laundry,bbq"
1887,Amsterdam,Apartment,3,pool
4283,Amsterdam,Apartment,4,"kitchen,bbq,laundry,free wifi,breakfast,parking,garden"
2507,Amsterdam,Apartment,2,"pool,laundry"
2320,Amsterdam,Apartment,2,"parking,kitchen,bbq"
3604,Amsterdam,Apartment,5,"kitchen,laundry,parking,free wifi"
2001,Amsterdam,Apartment,2,"kitchen,laundry,free wifi,parking"
3091,Amsterdam,Hotel,2,"garden,airport shuttle,on-site restaurant,bbq,free wifi,spa,breakfast,parking"
2475,Amsterdam,Apartment,2,"free wifi,bbq,pool"
3673,Amsterdam,Apartment,3,"kitchen,free wifi,garden,pool,bbq,parking"
2749,Amsterdam,Apartment,3,"parking,kitchen,free wifi"
3011,Amsterdam,Apartment,2,"kitchen,garden,free wifi"
1880,Amsterdam,Apartment,2,"free wifi,kitchen,game console,garden,laundry,breakfast,parking,bbq,pool"
2192,Amsterdam,Hotel,5,"breakfast,garden,pool,airport shuttle"
3523,Amsterdam,Apartment,3,"garden,free wifi,breakfast"
1223,Amsterdam,Apartment,2,game console
3413,Amsterdam,Apartment,4,"parking,garden,free wifi,laundry,pool,bbq,kitchen,game console,breakfast"
1040,Amsterdam,Hotel,5,"garden,spa,free wifi"
3886,Amsterdam,Apartment,2,"parking,kitchen,free wifi"
3754,Amsterdam,Hotel,1,"free wifi,pool,breakfast,garden,bbq,on-site restaurant,parking"
1597,Amsterdam,Apartment,3,"pool,garden,free wifi"
3933,Amsterdam,Hotel,6,"free wifi,on-site restaurant,breakfast,parking,airport shuttle,pool,bbq,garden"
1286,Amsterdam,Apartment,3,"pool,free wifi,game console"
2719,Amsterdam,Apartment,2,"kitchen,bbq,free wifi,laundry,breakfast"
2635,Amsterdam,Apartment,3,"free wifi,kitchen,garden,pool,parking,laundry,bbq,breakfast"
4699,Amsterdam,Apartment,2,"laundry,game console"
1917,Amsterdam,Apartment,3,"pool,parking,kitchen,free wifi"
3780,Amsterdam,Apartment,2,bbq
4199,Amsterdam,Apartment,1,"laundry,free wifi,bbq"
3302,Amsterdam,Hotel,3,"airport shuttle,breakfast"
2316,Amsterdam,Apartment,3,"bbq,free wifi,pool"
1118,Amsterdam,Hotel,4,"breakfast,on-site restaurant,pool"
3314,Amsterdam,Apartment,2,"free wifi,bbq"
1983,Amsterdam,Apartment,4,"pool,kitchen,free wifi,garden,parking,bbq,laundry"
5065,Amsterdam,Apartment,3,"parking,garden,kitchen,pool,laundry,free wifi"
2544,Amsterdam,Hotel,7,on-site restaurant
4521,Amsterdam,Hotel,3,"bbq,free wifi,airport shuttle"
1864,Amsterdam,Apartment,4,"bbq,kitchen,game console,free wifi"
1317,Amsterdam,Apartment,4,"laundry,kitchen,game console,garden"
5076,Amsterdam,Apartment,3,"kitchen,pool"
3996,Amsterdam,Apartment,2,"laundry,bbq,free wifi,parking,game console,kitchen,garden,pool"
4978,Amsterdam,Hotel,3,"airport shuttle,garden,free wifi,bbq,breakfast"
2114,Amsterdam,Apartment,1,bbq
2744,Amsterdam,Apartment,3,"kitchen,laundry"
2597,Amsterdam,Apartment,1,"parking,garden,pool,bbq"
3945,Amsterdam,Apartment,2,"kitchen,bbq,parking,laundry,free wifi"
1306,Amsterdam,Apartment,2,"pool,parking,bbq,free wifi"
1016,Amsterdam,Apartment,NA,pool
4574,Amsterdam,Apartment,2,kitchen
3342,Amsterdam,Apartment,1,parking
2697,Amsterdam,Apartment,2,"parking,pool,kitchen,bbq,laundry"
1929,Amsterdam,Apartment,3,parking
2974,Amsterdam,Hotel,3,"airport shuttle,free wifi,breakfast"
4454,Amsterdam,Apartment,4,"kitchen,laundry,free wifi,game console,parking,pool,garden,breakfast"
4432,Amsterdam,Hotel,7,"free wifi,on-site restaurant"
3446,Amsterdam,Hotel,4,"airport shuttle,pool,free wifi,breakfast,garden,on-site restaurant"
3414,Amsterdam,Apartment,3,"laundry,free wifi"
2443,Amsterdam,Apartment,3,free wifi
3904,Amsterdam,Apartment,5,"breakfast,kitchen,laundry,game console,free wifi"
1716,Amsterdam,Hotel,8,"breakfast,garden"
1861,Amsterdam,Apartment,1,"laundry,breakfast,kitchen,free wifi,pool,parking"
2859,Amsterdam,Apartment,2,"bbq,kitchen"
1321,Amsterdam,Apartment,1,free wifi
1959,Amsterdam,Apartment,NA,"parking,laundry,kitchen"
3443,Amsterdam,Apartment,2,"parking,laundry"
2039,Amsterdam,Apartment,2,"laundry,free wifi"
4445,Amsterdam,Hotel,1,"breakfast,free wifi,garden,airport shuttle,pool,on-site restaurant"
1498,Amsterdam,Hotel,3,"free wifi,breakfast,on-site restaurant"
3916,Amsterdam,Hotel,11,"breakfast,on-site restaurant,free wifi,pool,bbq,garden,airport shuttle,spa"
1941,Amsterdam,Apartment,2,kitchen
2569,Amsterdam,Apartment,2,"kitchen,free wifi,game console"
4350,Amsterdam,Apartment,2,"parking,kitchen,game console"
3291,Amsterdam,Apartment,2,"kitchen,garden,free wifi,pool,parking,bbq,laundry,game console"
4972,Amsterdam,Apartment,1,"free wifi,pool"
4168,Amsterdam,Apartment,3,"kitchen,garden"
4155,Amsterdam,Apartment,11,"kitchen,free wifi,laundry"
2928,Amsterdam,Hotel,4,"breakfast,spa,pool,airport shuttle"
3499,Amsterdam,Apartment,2,"laundry,pool,game console"
4429,Amsterdam,Hotel,2,breakfast
3640,Amsterdam,Apartment,3,"free wifi,pool,laundry,garden,kitchen"
4110,Amsterdam,Apartment,3,"parking,kitchen"
1105,Amsterdam,Apartment,3,kitchen
3335,Amsterdam,Apartment,2,"free wifi,kitchen,garden"
3615,Amsterdam,Apartment,2,"garden,pool,free wifi"
4365,Amsterdam,Apartment,2,"bbq,free wifi,pool,laundry,kitchen,breakfast"
2435,Amsterdam,Hotel,NA,"spa,on-site restaurant"
3290,Amsterdam,Apartment,2,"kitchen,bbq"
3328,Amsterdam,Apartment,2,"laundry,free wifi"
3857,Amsterdam,Apartment,1,"free wifi,laundry,parking,garden,breakfast,game console,pool,kitchen"
4473,Amsterdam,Apartment,1,"laundry,garden,parking"
2465,Amsterdam,Apartment,6,laundry
4669,Amsterdam,Apartment,2,"laundry,bbq,free wifi,kitchen,garden,pool,parking"
1868,Amsterdam,Apartment,5,laundry
3083,Amsterdam,Apartment,1,"garden,laundry,free wifi,breakfast"
1015,Amsterdam,Apartment,2,"parking,laundry"
3247,Amsterdam,Apartment,2,"kitchen,laundry,pool,garden,breakfast,parking"
3322,Amsterdam,Hotel,5,"breakfast,free wifi,spa,airport shuttle,parking,on-site restaurant"
3391,Amsterdam,Apartment,NA,"free wifi,pool"
2181,Amsterdam,Apartment,3,"parking,free wifi,laundry,kitchen,bbq,garden"
3461,Amsterdam,Apartment,4,bbq
2961,Amsterdam,Apartment,2,"free wifi,laundry,kitchen,pool,bbq,parking"
3635,Amsterdam,Apartment,NA,laundry
4337,Amsterdam,Apartment,4,"laundry,kitchen,garden,game console"
3088,Amsterdam,Hotel,3,"on-site restaurant,breakfast"
4426,Amsterdam,Apartment,3,"garden,pool,laundry,game console"
3326,Amsterdam,Hotel,5,"on-site restaurant,garden"
4352,Amsterdam,Apartment,5,kitchen
3808,Amsterdam,Apartment,2,"kitchen,free wifi,bbq,laundry,pool"
1666,Amsterdam,Apartment,1,bbq
2207,Amsterdam,Apartment,1,"pool,kitchen,parking,free wifi,bbq,laundry,garden"
3685,Amsterdam,Apartment,3,"laundry,bbq,kitchen"
4908,Amsterdam,Apartment,3,"laundry,bbq,game console"
4196,Amsterdam,Apartment,2,free wifi
2044,Amsterdam,Apartment,2,laundry
4011,Amsterdam,Apartment,2,"bbq,laundry,garden,game console,pool,free wifi"
3790,Amsterdam,Apartment,3,"game console,laundry,free wifi"
1483,Amsterdam,Hotel,7,on-site restaurant
1028,Amsterdam,Apartment,3,"free wifi,garden,bbq"
2890,Amsterdam,Apartment,2,"kitchen,garden,free wifi,laundry"
1728,Amsterdam,Apartment,2,"pool,kitchen,breakfast"
4546,Amsterdam,Apartment,1,"free wifi,laundry,kitchen,garden"
1827,Amsterdam,Apartment,NA,kitchen
1364,Amsterdam,Apartment,1,parking
1029,Amsterdam,Apartment,3,"kitchen,pool,laundry"
2463,Amsterdam,Apartment,2,"parking,bbq,laundry,kitchen,free wifi"
3509,Amsterdam,Apartment,1,"laundry,garden,parking,pool,free wifi,kitchen,game console"
3398,Amsterdam,Apartment,4,"laundry,kitchen"
3986,Amsterdam,Apartment,4,"free wifi,game console"
1229,Amsterdam,Apartment,3,"bbq,game console,pool,free wifi"
1781,Amsterdam,Apartment,3,"free wifi,kitchen,bbq,laundry"
4745,Amsterdam,Hotel,5,"on-site restaurant,free wifi"
3173,Amsterdam,Apartment,1,"laundry,free wifi"
1828,Amsterdam,Apartment,2,"parking,breakfast,garden,pool,kitchen"
3272,Amsterdam,Hotel,3,"breakfast,free wifi,airport shuttle,bbq"
3800,Amsterdam,Apartment,NA,"game console,parking,bbq,laundry,kitchen"
4435,Amsterdam,Apartment,3,laundry
1440,Amsterdam,Hotel,10,breakfast
4174,Amsterdam,Apartment,3,"bbq,kitchen,free wifi,laundry"
1279,Amsterdam,Apartment,3,"free wifi,laundry,garden,pool"
2442,Amsterdam,Hotel,3,breakfast
4586,Amsterdam,Apartment,2,"bbq,pool,garden,parking"
2359,Amsterdam,Apartment,1,parking
1943,Amsterdam,Apartment,3,"bbq,laundry,game console,free wifi"
5137,Amsterdam,Apartment,2,"garden,kitchen,bbq"
4489,Amsterdam,Hotel,3,free wifi
4386,Amsterdam,Apartment,4,"kitchen,bbq,laundry,game console,parking,pool"
4364,Amsterdam,Apartment,3,"free wifi,breakfast,laundry"
2216,Amsterdam,Apartment,2,"kitchen,bbq,free wifi,pool"
4804,Amsterdam,Hotel,4,"breakfast,on-site restaurant,garden,bbq"
3566,Amsterdam,Apartment,3,pool
4647,Amsterdam,Hotel,NA,"pool,breakfast"
2451,Amsterdam,Hotel,NA,on-site restaurant
4911,Amsterdam,Apartment,3,bbq
4854,Amsterdam,Apartment,2,"bbq,pool,parking,laundry"
2543,Amsterdam,Apartment,2,"garden,kitchen,parking"
2299,Amsterdam,Apartment,3,"garden,pool"
2078,Amsterdam,Hotel,4,"on-site restaurant,pool,breakfast,free wifi,garden"
4252,Amsterdam,Apartment,4,"free wifi,kitchen,bbq,laundry,parking,pool"
4694,Amsterdam,Apartment,3,"bbq,laundry"
1967,Amsterdam,Apartment,2,"laundry,game console"
5175,Amsterdam,Apartment,1,"free wifi,garden,parking,kitchen,pool,laundry,bbq"
4590,Amsterdam,Apartment,1,"pool,free wifi,parking,game console,laundry,kitchen,garden"
4601,Amsterdam,Hotel,5,"free wifi,airport shuttle,breakfast,bbq,pool,on-site restaurant,garden"
4237,Amsterdam,Apartment,2,garden
2102,Amsterdam,Hotel,6,"breakfast,garden,free wifi"
1881,Amsterdam,Apartment,2,"pool,parking"
3624,Amsterdam,Apartment,NA,"pool,game console,parking,free wifi"
2235,Amsterdam,Apartment,NA,"bbq,kitchen,pool"
5080,Amsterdam,Apartment,2,"kitchen,laundry,garden,parking"
1550,Amsterdam,Apartment,3,"kitchen,pool,free wifi,laundry,bbq"
4255,Amsterdam,Apartment,2,"bbq,laundry,kitchen,pool,garden"
4569,Amsterdam,Apartment,4,"parking,bbq,breakfast,garden,pool"
4132,Amsterdam,Apartment,2,"pool,kitchen"
1270,Amsterdam,Apartment,2,"pool,kitchen,laundry,free wifi,parking"
1860,Amsterdam,Apartment,4,"pool,bbq,free wifi"
4921,Amsterdam,Apartment,NA,kitchen
4875,Amsterdam,Apartment,2,"bbq,kitchen,laundry,garden,pool"
3883,Amsterdam,Apartment,2,kitchen
2121,Amsterdam,Apartment,3,"kitchen,bbq,laundry,game console,free wifi"
1245,Amsterdam,Apartment,3,"pool,bbq,parking"
1277,Amsterdam,Apartment,3,"garden,free wifi,game console,bbq,laundry,kitchen,parking,pool"
1486,Amsterdam,Apartment,1,bbq
2191,Amsterdam,Apartment,2,"pool,kitchen,parking"
1915,Amsterdam,Apartment,3,"pool,game console,kitchen"
2902,Amsterdam,Apartment,4,"laundry,pool,bbq,kitchen,free wifi,game console"
1957,Amsterdam,Apartment,5,"parking,pool,laundry"
4735,Amsterdam,Apartment,2,"free wifi,kitchen,parking,laundry"
1914,Amsterdam,Apartment,3,"bbq,parking,kitchen,free wifi,game console"
4476,Amsterdam,Apartment,3,"parking,kitchen,laundry"
4423,Amsterdam,Apartment,3,"pool,free wifi,garden"
2496,Amsterdam,Apartment,3,"free wifi,garden,laundry,kitchen,parking"
4250,Amsterdam,Apartment,3,"bbq,parking,kitchen,garden"
2103,Amsterdam,Apartment,2,"free wifi,game console,kitchen,laundry,parking"
2026,Amsterdam,Apartment,1,"parking,free wifi,pool"
1520,Amsterdam,Apartment,2,"free wifi,pool,garden,game console,parking,bbq"
3120,Amsterdam,Hotel,9,"pool,breakfast"
2132,Amsterdam,Hotel,4,on-site restaurant
1097,Amsterdam,Apartment,5,"kitchen,garden,laundry,pool,parking,free wifi,bbq"
2581,Amsterdam,Apartment,2,kitchen
3071,Amsterdam,Apartment,4,"pool,free wifi,bbq,kitchen"
4228,Amsterdam,Apartment,6,"bbq,free wifi,garden,game console,pool"
2394,Amsterdam,Apartment,NA,"laundry,kitchen"
4443,Amsterdam,Hotel,4,"breakfast,pool,airport shuttle,parking,on-site restaurant,free wifi,garden,bbq,spa"
1340,Amsterdam,Apartment,3,"free wifi,kitchen"
1308,Amsterdam,Apartment,2,"bbq,parking,laundry,kitchen"
3742,Amsterdam,Apartment,3,laundry
4270,Amsterdam,Apartment,1,"laundry,kitchen,free wifi"
1191,Amsterdam,Apartment,2,"bbq,pool,free wifi,kitchen,garden,parking,laundry"
5172,Amsterdam,Hotel,6,"on-site restaurant,airport shuttle,spa,pool,free wifi"
2333,Amsterdam,Apartment,4,"pool,free wifi,garden,laundry,kitchen"
3901,Amsterdam,Apartment,1,"pool,laundry,bbq"
3666,Amsterdam,Apartment,2,free wifi
4103,Amsterdam,Apartment,1,"game console,pool"
2739,Amsterdam,Apartment,3,"free wifi,kitchen,bbq,garden"
2306,Amsterdam,Hotel,5,"on-site restaurant,breakfast"
1236,Amsterdam,Apartment,2,"parking,bbq,free wifi"
4188,Amsterdam,Apartment,3,pool
1603,Amsterdam,Apartment,4,"laundry,bbq,parking,pool,game console"
5107,Amsterdam,Apartment,1,"free wifi,kitchen,parking,garden"
2403,Amsterdam,Apartment,3,game console
1624,Amsterdam,Apartment,2,"kitchen,free wifi,laundry,game console,parking"
4857,Amsterdam,Apartment,2,"bbq,game console,pool,parking"
5099,Amsterdam,Apartment,1,"bbq,free wifi,parking,kitchen,breakfast,game console"
4592,Amsterdam,Apartment,3,"free wifi,kitchen"
4671,Amsterdam,Hotel,4,"parking,on-site restaurant"
3590,Amsterdam,Apartment,1,game console
2404,Amsterdam,Apartment,2,"free wifi,breakfast,parking,laundry,garden"
3585,Amsterdam,Apartment,5,"garden,game console,laundry,bbq,kitchen"
3676,Amsterdam,Apartment,2,"free wifi,bbq,pool,kitchen"
2392,Amsterdam,Apartment,2,laundry
1594,Amsterdam,Apartment,3,"garden,free wifi,kitchen,pool,parking,bbq,laundry"
3016,Amsterdam,Apartment,3,pool
1846,Amsterdam,Apartment,5,"pool,free wifi,garden"
3442,Amsterdam,Apartment,NA,kitchen
2101,Amsterdam,Apartment,2,"laundry,garden,kitchen,free wifi,pool,game console,bbq,parking"
5055,Amsterdam,Apartment,4,"free wifi,bbq,laundry,kitchen"
5020,Amsterdam,Apartment,2,"game console,laundry,kitchen,bbq,free wifi,breakfast"
2292,Amsterdam,Apartment,1,"breakfast,kitchen,bbq,pool,parking"
4161,Amsterdam,Hotel,5,"free wifi,bbq,on-site restaurant,airport shuttle"
4860,Amsterdam,Apartment,3,"game console,free wifi,garden,laundry,bbq,kitchen"
3441,Amsterdam,Apartment,2,"pool,game console,laundry,kitchen,parking"
4247,Amsterdam,Hotel,5,"breakfast,free wifi,garden,spa,on-site restaurant,bbq,pool,airport shuttle,parking"
2343,Amsterdam,Apartment,3,"laundry,parking,game console,breakfast"
1011,Amsterdam,Apartment,4,"laundry,free wifi"
3251,Amsterdam,Apartment,2,"free wifi,laundry,kitchen,pool,parking,bbq,game console,breakfast"
2071,Amsterdam,Apartment,3,"bbq,free wifi,parking,game console,kitchen,laundry,garden,pool,breakfast"
4475,Amsterdam,Apartment,3,"parking,garden,laundry,kitchen,pool,free wifi"
4187,Amsterdam,Apartment,2,"game console,laundry,free wifi,pool"
3220,Amsterdam,Apartment,2,laundry
4600,Amsterdam,Apartment,3,"kitchen,free wifi,game console"
3432,Amsterdam,Apartment,1,kitchen
2126,Amsterdam,Hotel,4,"free wifi,airport shuttle"
2548,Amsterdam,Hotel,2,"bbq,free wifi,garden,airport shuttle"
1305,Amsterdam,Apartment,NA,game console
3861,Amsterdam,Apartment,3,"laundry,kitchen,parking"
2720,Amsterdam,Hotel,3,"garden,airport shuttle,free wifi,on-site restaurant,bbq"
4597,Amsterdam,Apartment,1,"breakfast,free wifi,parking"
1625,Amsterdam,Hotel,3,"on-site restaurant,airport shuttle"
2793,Amsterdam,Apartment,1,"free wifi,pool,garden,game console"
4783,Amsterdam,Apartment,4,"bbq,kitchen,laundry"
2638,Amsterdam,Apartment,2,"laundry,parking,kitchen,pool,free wifi,garden"
2599,Amsterdam,Apartment,2,parking
2633,Amsterdam,Apartment,3,pool
5032,Amsterdam,Apartment,2,"laundry,pool"
1932,Amsterdam,Apartment,3,pool
4019,Amsterdam,Apartment,3,"laundry,free wifi,kitchen,parking,pool"
2609,Amsterdam,Apartment,1,"pool,laundry,parking,free wifi"
1761,Amsterdam,Apartment,2,"pool,free wifi"
4450,Amsterdam,Apartment,2,"game console,free wifi,laundry,kitchen,parking"
2716,Amsterdam,Apartment,3,"pool,free wifi,garden"
2520,Amsterdam,Apartment,2,"pool,kitchen,parking,bbq,game console"
4130,Amsterdam,Apartment,NA,free wifi
3191,Amsterdam,Apartment,2,free wifi
1582,Amsterdam,Hotel,6,"on-site restaurant,bbq,garden,pool,breakfast,free wifi"
1788,Amsterdam,Apartment,2,"bbq,game console,garden,free wifi,pool,kitchen"
4327,Amsterdam,Apartment,1,"bbq,parking,laundry,kitchen,game console,pool,free wifi"
3558,Amsterdam,Apartment,5,"free wifi,kitchen,laundry,garden,pool,bbq"
4810,Amsterdam,Apartment,2,"laundry,breakfast,pool,kitchen,bbq"
4760,Amsterdam,Apartment,2,"kitchen,laundry,garden,free wifi"
4446,Amsterdam,Apartment,1,"kitchen,free wifi,laundry,garden"
1847,Amsterdam,Apartment,3,"pool,parking,free wifi,kitchen,garden"
4379,Amsterdam,Hotel,4,"on-site restaurant,breakfast,parking,airport shuttle,garden"
3013,Amsterdam,Hotel,4,pool
1393,Amsterdam,Apartment,3,"parking,kitchen,bbq,laundry"
1746,Amsterdam,Apartment,8,parking
1099,Amsterdam,Apartment,3,"kitchen,free wifi,parking"
3128,Amsterdam,Apartment,2,"kitchen,garden,laundry,parking,pool"
3842,Amsterdam,Apartment,3,"free wifi,laundry,kitchen"
2785,Amsterdam,Apartment,2,"kitchen,parking,laundry,pool,garden"
1113,Amsterdam,Apartment,3,"pool,kitchen,garden,parking,free wifi"
2083,Amsterdam,Apartment,NA,"garden,game console,pool"
1741,Amsterdam,Apartment,2,"free wifi,kitchen,pool,garden"
3900,Amsterdam,Apartment,NA,"kitchen,laundry,garden"
1076,Amsterdam,Apartment,3,"free wifi,bbq,game console,pool,parking,kitchen,laundry,breakfast"
2354,Amsterdam,Apartment,5,"free wifi,laundry"
4816,Amsterdam,Apartment,2,"free wifi,kitchen,bbq,garden,laundry"
2309,Amsterdam,Apartment,2,"garden,kitchen,breakfast"
4551,Amsterdam,Apartment,1,"parking,bbq"
1296,Amsterdam,Apartment,2,"parking,bbq"
2644,Amsterdam,Apartment,3,"laundry,garden,pool,free wifi,kitchen,parking,game console,bbq"
3675,Amsterdam,Apartment,2,"pool,parking,kitchen,laundry"
3579,Amsterdam,Apartment,NA,"kitchen,free wifi,bbq,pool,garden,parking"
